OTU.ID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	Taxonomy
OTU2058	2	4	9	11	4	5	3	3	1	1	3	4	0	4	65	56	130	194	8	7	6	1	0	0	0	2	1	1	0	4	0	3	0	3	SS|0.8500|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Flavisolibacter,s:Flavisolibacter_ginsengiterrae
OTU2059	6	0	9	1	1	3	0	1	5	6	1	14	2	0	3	3	1	3	8	1	0	30	0	0	10	5	3	4	9	9	5	3	5	0	GSL|97.6|AJ783996_S000459521;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae,g:Micromonospora
OTU2060	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	US|0.9927|CT573071_S000657470;d:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU2061	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9987|AJ237607_S000088673;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp15
OTU2062	1	0	0	0	0	0	1	0	2	1	1	2	0	1	0	4	1	0	4	0	1	1	0	0	1	1	0	4	2	0	0	0	5	1	GSL|98.4|AY035999_S000434708;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Thermomonosporaceae,g:Actinomadura
OTU2063	0	0	1	0	0	0	0	0	1	0	1	0	0	0	7	4	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	SS|0.9900|AB548216_S002038917;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2064	2	2	1	10	3	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	SS|0.9200|AF507702_S000430320;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU2065	1	2	0	2	5	0	4	1	0	0	0	1	0	2	16	9	2	4	1	4	0	0	0	0	0	0	0	0	1	0	1	1	1	4	SS|0.9100|JQ733906_S003291140;d:Bacteria,p:"Chloroflexi",c:Caldilineae,o:Caldilineales,f:Caldilineaceae,g:Litorilinea,s:Litorilinea_aerophila
OTU2066	0	0	1	0	0	1	0	0	0	0	1	0	0	1	2	4	0	4	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	2	US|0.9378|EF457456_S000834881;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2067	6	1	17	3	0	3	3	2	1	3	0	1	19	20	0	0	1	0	11	8	7	8	20	5	0	0	1	1	8	1	30	7	1	2	US|0.9927|AY217494_S000402860;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp17
OTU2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9897|JQ733906_S003291140;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales
OTU2069	0	0	0	0	0	0	0	0	3	0	1	1	0	0	6	3	0	0	0	0	0	1	0	0	0	0	3	5	0	0	0	0	0	0	US|0.9927|KF193530_S004048655;d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
OTU2070	0	1	0	0	0	1	1	0	0	0	4	4	0	0	2	0	0	0	1	1	3	2	4	3	11	3	3	1	4	5	0	0	7	1	SS|0.8200|EU181225_S000966508;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae
OTU2071	0	0	0	0	0	0	1	1	3	2	0	0	0	0	3	5	5	8	2	0	0	0	0	0	4	0	0	0	0	1	0	0	1	1	SS|0.9600|CP001848_S002289094;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,s:Pirellula_staleyi
OTU2072	1	0	0	0	0	0	3	0	0	0	2	0	1	0	7	9	1	20	0	0	0	0	1	0	1	0	0	0	2	0	1	0	2	1	US|1.0000|AJ292685_S000019750;d:Bacteria
OTU2073	0	0	1	1	0	0	0	0	0	0	1	0	1	2	5	7	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	GS|97.6|EF457355_S000834780;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU2074	4	0	2	2	3	1	4	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	SS|0.9800|Y18791_S000003918;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU2075	1	1	1	0	1	3	5	2	4	0	2	2	2	1	5	4	0	2	2	4	7	6	3	9	1	0	3	0	5	4	1	2	1	2	SS|0.9800|AF013567_S000336316;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU2077	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	6	0	1	1	2	0	1	0	0	SS|1.0000|AB360448_S001014085;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2078	1	0	1	2	0	0	0	0	3	2	0	8	0	2	3	0	2	0	0	0	0	0	1	0	0	0	2	0	3	1	0	0	4	1	GSL|99.6|FM998003_S002355582;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,g:Motilibacter,s:Motilibacter_rhizosphaerae
OTU2079	16	10	3	3	4	3	8	3	0	2	1	5	4	8	1	0	5	1	2	0	6	4	12	2	10	14	0	0	6	6	13	16	0	2	SS|0.9700|EF661571_S000893309;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU2080	0	0	0	0	0	0	4	2	9	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	7	6	0	1	1	0	3	0	SS|0.9300|EU135017_S000933611;d:Bacteria,p:"Armatimonadetes"
OTU2081	1	1	0	0	0	1	1	0	1	1	0	0	1	0	2	0	1	1	0	1	2	0	2	3	0	0	0	0	1	0	2	4	1	1	SS|0.8200|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2082	2	0	0	1	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	5	1	0	0	US|0.9927|AY543023_S000369470;d:Bacteria,p:Firmicutes,c:Clostridia
OTU2083	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	1	5	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	US|0.9758|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU2084	0	1	1	4	0	2	0	1	3	1	1	1	2	1	2	7	1	3	1	1	3	0	3	5	0	1	0	0	0	0	1	0	1	0	SS|0.9500|AY114318_S000435302;d:Bacteria,p:BRC1
OTU2085	2	6	0	1	4	1	12	7	3	2	5	3	3	1	20	12	9	17	6	8	6	7	3	1	21	13	5	4	3	9	2	0	10	13	SS|1.0000|AY493923_S000262281;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3
OTU2086	0	0	2	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	3	1	1	3	2	1	1	0	1	0	1	3	1	0	0	US|0.9378|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2087	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	4	3	5	0	0	1	1	3	6	0	1	0	0	0	1	0	0	0	0	US|0.9827|AB597950_S002440613;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU2088	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	3	4	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	GS|97.6|JQ423949_S004212909;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto,s:Clostridium_vulturis;
OTU2089	0	0	1	2	0	0	0	2	0	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	2	0	0	0	0	2	3	0	0	1	SS|1.0000|AB250968_S000642543;d:Bacteria
OTU2090	3	1	4	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	4	5	3	0	0	0	0	2	0	0	1	1	0	US|0.9927|AB308475_S000870713;d:Bacteria,p:Firmicutes,c:Clostridia
OTU2091	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	GSL|98.0|AB243866_S000901483;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_2
OTU2092	0	3	4	2	6	2	3	6	0	1	1	1	1	1	0	1	0	0	3	1	3	0	0	0	4	0	0	3	2	3	3	1	0	1	US|0.9400|L36197_S000414661;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU2093	0	0	5	0	1	0	0	1	1	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	SS|0.9000|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2094	0	0	0	0	0	1	0	0	0	0	1	1	0	0	14	5	7	7	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	2	US|0.9973|FR733678_S002304635;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2095	0	0	0	0	1	0	0	1	3	1	3	6	0	1	0	0	3	2	6	2	0	0	0	0	5	4	3	1	7	3	0	0	1	3	US|0.9943|EF457427_S000834852;d:Bacteria,p:Firmicutes,c:Clostridia
OTU2096	1	1	1	1	0	2	5	3	0	0	1	4	0	0	0	0	0	0	2	0	1	0	2	1	1	0	0	0	1	0	0	1	1	3	US|0.9925|JX848544_S003919390;d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU2097	0	0	1	0	0	0	1	0	0	0	0	0	1	2	5	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	US|0.9891|EF457456_S000834881;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2098	0	1	1	1	3	2	1	2	2	0	4	0	3	1	1	0	0	2	3	0	0	1	1	1	3	2	1	3	5	1	1	1	4	2	US|0.9891|AB006164_S000381778;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2099	175	178	55	80	74	95	89	149	94	103	106	195	48	59	234	158	46	79	103	126	120	41	27	41	73	103	61	115	137	163	85	111	103	161	GS|97.0|KF245634_S003920711;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Aridibacter,s:Aridibacter_famidurans;
OTU2101	1	2	1	0	1	2	5	0	1	0	1	1	1	0	2	0	10	12	1	2	2	0	2	2	5	1	4	0	0	3	0	3	5	5	US|0.9930|AB786711_S003929877;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2102	0	1	1	0	2	2	1	1	4	1	2	3	0	1	0	0	0	0	1	2	3	1	2	1	3	2	3	1	1	1	0	1	2	2	US|0.9930|AF181848_S000388740;d:Bacteria,p:Firmicutes,c:Clostridia
OTU2103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GSL|100.0|JQ073731_S003279359;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae,g:Nonomuraea,s:Nonomuraea_thailandensis
OTU2104	0	0	7	1	1	0	0	0	0	0	0	0	0	1	2	2	1	2	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	US|0.9758|EF457487_S000834912;d:Bacteria,p:"Acidobacteria"
OTU2105	2	4	0	0	0	2	4	6	2	1	1	0	1	3	5	7	1	2	1	7	7	2	0	6	2	2	1	1	2	1	2	0	5	7	US|0.9973|FN430422_S001588757;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU2106	1	2	0	0	0	1	3	1	9	2	5	4	0	0	1	6	1	2	2	2	0	1	0	0	2	2	4	3	1	1	2	0	9	1	SS|0.9200|KF694752_S003923295;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales"
OTU2107	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	3	3	2	0	0	1	1	2	0	1	0	1	SS|0.8200|EF457346_S000834771;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
OTU2108	0	0	0	0	0	0	0	0	1	1	1	6	0	0	7	4	1	5	1	2	1	0	0	1	0	2	2	0	2	1	2	0	0	0	GS|100.0|FN386714_S002441812;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_rubriscoriae;
OTU2109	0	3	1	1	0	1	3	3	0	0	0	0	1	0	0	0	1	2	1	0	3	0	0	0	0	0	0	0	2	2	2	0	0	0	US|0.9958|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU2110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	4	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AY682207_S000374970;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae,g:Sporacetigenium,s:Sporacetigenium_mesophilum;
OTU2111	5	1	2	1	1	1	0	3	0	1	3	2	2	2	3	4	5	6	1	0	0	1	0	1	0	0	1	0	4	1	3	4	2	1	SS|0.9700|AF039293_S000427981;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Herpetosiphonales",f:"Herpetosiphonaceae",g:Herpetosiphon
OTU2112	2	1	0	0	2	4	0	1	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	3	2	0	0	US|0.9963|X72869_S000008489;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2113	0	0	0	0	0	0	15	3	6	1	5	4	0	0	0	0	1	0	6	3	0	2	0	0	1	1	2	3	0	3	0	0	7	4	US|1.0000|EF457487_S000834912;d:Bacteria
OTU2114	3	1	2	0	11	6	0	1	0	0	0	0	1	0	0	0	0	1	1	0	3	0	3	4	0	0	0	0	1	0	3	3	0	0	SS|0.8100|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2115	3	5	7	3	2	4	1	1	0	0	0	1	11	6	0	0	0	0	1	1	4	0	6	3	0	0	0	0	7	6	7	3	1	1	US|0.9930|EF457362_S000834787;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2116	2	1	2	0	2	4	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	US|0.9400|KF193530_S004048655;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU2117	0	3	2	1	0	0	0	4	2	0	2	0	0	1	0	0	0	1	2	2	2	1	0	0	4	0	2	3	1	2	0	1	2	2	US|0.9927|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2118	0	1	0	0	1	0	3	1	5	0	1	0	0	0	1	2	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	2	0	SS|1.0000|EU907880_S001151267;d:Bacteria,p:"Armatimonadetes"
OTU2119	4	0	5	2	1	1	1	2	1	0	0	3	0	1	0	1	0	5	2	0	4	5	3	1	2	1	0	0	2	1	5	6	1	0	SS|0.9900|AB517669_S002164967;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2120	1	0	3	0	1	1	1	0	3	1	1	2	0	0	3	3	2	1	0	2	1	0	0	0	1	0	3	3	1	2	0	0	3	2	US|0.9992|None;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Gammaproteobacteria_incertae_sedis
OTU2121	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	1	6	2	0	0	0	0	0	1	2	1	0	0	US|0.9925|EF457456_S000834881;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2122	0	3	2	4	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	4	0	0	US|1.0000|EU135021_S000933615;d:Bacteria
OTU2123	1	0	0	0	1	0	6	1	0	0	15	5	0	1	0	0	0	1	2	2	0	1	0	1	0	0	0	0	4	2	2	0	4	2	US|0.9749|AB061441_S000122191;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU2124	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	7	11	0	0	0	3	1	3	0	0	0	0	1	0	0	0	0	0	GSL|100.0|DQ512860_S000691600;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,g:Ornithinimicrobium,s:Ornithinimicrobium_humiphilum
OTU2125	0	1	3	3	0	1	0	2	0	0	0	2	1	0	0	0	0	0	1	1	1	6	2	1	1	0	0	1	1	1	0	1	0	1	US|0.9927|EF457456_S000834881;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2126	4	4	0	3	0	1	0	2	1	1	0	0	0	2	0	0	0	1	1	0	2	1	1	0	3	4	3	2	3	1	0	4	1	2	SS|0.9500|EF516423_S000840865;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU2127	1	1	2	1	2	0	0	3	2	1	1	4	0	0	4	3	2	3	1	1	1	0	2	3	9	5	3	2	2	3	1	1	2	2	SS|0.8800|AB847449_S004125734;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	5	0	0	1	0	0	0	0	0	0	1	US|0.9943|EF422408_S000824847;d:Bacteria,p:"Chloroflexi",c:Anaerolineae
OTU2129	1	2	0	0	3	0	0	1	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	5	3	8	US|0.9925|HM134893_S002225629;d:Bacteria,p:"Chloroflexi",c:Caldilineae
OTU2130	1	2	4	1	2	0	4	1	0	2	2	4	0	1	0	2	0	1	3	7	3	2	5	4	1	1	1	0	2	3	3	1	4	2	SS|0.9600|AB517669_S002164967;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU2131	1	0	2	2	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	SS|0.8400|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2132	19	70	9	7	47	19	82	52	244	49	108	36	0	2	43	42	7	43	48	53	30	15	11	10	32	22	71	70	35	35	8	10	88	37	US|0.9959|EF457507_S000834932;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Thermoproteales
OTU2134	4	9	0	0	6	4	5	4	0	0	0	2	3	1	0	0	0	0	2	5	8	5	7	14	0	1	0	0	3	0	0	1	0	5	SS|0.9700|AM980986_S001350275;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU2135	2	3	0	0	0	4	1	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.9378|EF067860_S000769040;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia
OTU2136	3	4	1	8	8	6	2	0	0	0	2	1	0	1	0	0	1	1	2	1	4	1	5	0	0	0	0	0	2	1	5	2	1	3	US|0.9727|AB517669_S002164967;d:Bacteria,p:Firmicutes,c:Bacilli
OTU2137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	4	1	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	US|0.9758|EF457470_S000834895;d:Bacteria,p:"Acidobacteria"
OTU2138	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	5	3	0	1	0	1	0	0	0	4	3	2	1	1	0	0	0	1	0	SS|0.9500|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:Gaiella_occulta
OTU2139	0	0	1	0	0	0	1	1	0	1	1	3	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	6	2	0	0	0	1	0	US|0.9727|EU861851_S001148156;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2140	1	0	0	0	1	4	0	2	0	0	3	0	0	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	2	0	3	0	2	2	US|0.9943|EF457487_S000834912;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU2141	0	0	0	0	0	0	2	1	1	0	2	0	0	0	1	0	2	3	0	2	0	0	0	0	4	3	0	0	0	2	0	0	1	3	SS|1.0000|DQ287787_S000625484;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU2142	0	0	4	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	US|0.8728|EF457413_S000834838;d:Bacteria,p:"Synergistetes",c:Synergistia
OTU2143	0	1	0	2	0	0	1	3	0	0	2	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	US|0.9971|None;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfobacterales
OTU2144	77	32	95	75	67	54	81	66	27	59	74	60	58	87	236	119	162	76	43	39	49	49	95	54	109	69	38	47	64	74	100	39	34	63	SS|1.0000|EF457359_S000834784;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16
OTU2145	2	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	15	9	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	SS|0.8300|EU545827_S001096520;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae
OTU2146	4	1	2	2	1	1	3	0	1	4	1	0	2	1	1	1	0	0	1	0	1	0	3	1	2	1	2	2	2	1	2	4	1	1	US|0.8751|AJ420142_S000145622;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU2147	37	91	67	66	68	96	102	104	172	113	86	95	29	27	125	85	124	300	58	67	103	42	40	33	75	101	69	131	65	71	38	26	39	81	SS|0.9600|AB258386_S000701146;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
OTU2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	33	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|CP001359_S004068953;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2149	0	0	0	0	0	1	1	2	2	0	3	1	0	2	1	0	0	0	1	2	3	0	1	0	8	4	1	3	4	0	3	1	2	3	US|0.9943|AB072735_S000251887;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	4	0	3	1	1	0	0	1	0	US|0.9927|EF457324_S000834749;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp12
OTU2151	0	0	0	1	0	0	2	1	8	3	5	3	0	1	9	3	0	9	0	4	0	1	0	1	1	1	3	3	1	1	0	1	2	0	SS|0.9000|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU2152	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	SS|0.8400|AB517669_S002164967;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU2153	1	2	0	0	2	1	0	2	0	0	0	1	0	0	0	1	1	7	0	1	1	0	1	0	1	2	0	0	1	0	2	0	1	4	SS|1.0000|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU2154	15	14	13	9	13	7	39	28	36	36	50	41	11	6	76	120	13	41	12	21	35	10	31	31	24	11	7	18	32	24	11	3	34	34	SS|1.0000|AB267476_S000721190;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU2155	0	2	0	0	2	0	2	2	5	0	4	0	0	1	1	0	0	0	2	5	7	0	1	14	2	4	5	1	4	0	0	1	3	1	SS|0.9800|AJ401115_S000246588;d:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU2156	0	1	1	0	0	0	0	0	1	0	0	0	0	0	8	1	2	8	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	SS|1.0000|FM866305_S001197998;d:Bacteria,p:"Armatimonadetes",c:Chthonomonadetes,o:Chthonomonadales,f:Chthonomonadaceae,g:Chthonomonas/Armatimonadetes_gp3
OTU2157	55	111	131	114	97	87	151	111	78	54	66	87	64	65	99	97	75	110	78	64	140	76	127	74	88	69	52	43	101	51	103	52	48	119	SS|1.0000|EF174497_S000776520;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU2158	2	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	4	1	2	1	1	0	0	1	1	2	0	0	3	0	SS|0.9800|EU833987_S001154118;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales
OTU2159	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	16	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|JQ292916_S002966786;d:Bacteria,p:"Chloroflexi"
OTU2160	0	1	1	0	1	0	0	1	0	0	1	2	2	2	0	0	0	0	1	4	2	0	1	3	5	3	0	1	4	7	0	2	2	0	US|0.9400|CP000804_S002287403;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU2161	39	64	30	19	9	37	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	1	US|0.9992|AJ000714_S000002365;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU2162	0	0	4	2	0	0	1	0	0	0	1	0	1	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	US|0.9980|EF457509_S000834934;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp15
OTU2163	3	2	6	4	1	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	4	0	0	SS|0.8700|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata,s:Gemmata_obscuriglobus
OTU2164	0	0	1	1	0	0	0	0	0	0	1	1	2	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	SS|0.9100|AJ781367_S000544246;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
